ISBN,ISBN NUMERIQUE,OUVRAGE,NOM AUTEUR ,PRENOM AUTEUR ,EDITEUR,COLLECTION,DISCIPLINE,DISCIPLINE,ANNEE,MISE EN LIGNE,OUVRAGE ACCESSIBLE,TARIF EN EUROS HT,ANNEES AVANT ACCES PERENNE,URL CAIRN
9782749209685,9782749227672,Les jumeaux : 1 fois 2 ou 2 fois 1 ?,L'Escabelle,,ERES,1001 bébés,Psychologie,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-jumeaux-1-fois-2-ou-2-fois-1--9782749209685.htm
9782749213583,9782749231099,"Les mangas pour jeunes filles, figures du sexuel à l'adolescence",Nouhet-Roseman,Joëlle,ERES,La vie devant eux,Psychologie,,2011,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-mangas-pour-jeunes-filles-figures-du-sexuel-a--9782749213583.htm
9782100576173,9782100585601,Les parents symboliques,Cartry,Jean,Dunod,Enfances,Psychologie,,2012,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-parents-symboliques-symboliques--9782100576173.htm
9782749251592,,Les passions vides,Benhaïm,Michèle,ERES,Poche - Psychanalyse,Psychologie,,2016,2016-12-05,non,C,infos non disponibles,http://www.cairn.info/les-passions-vides--9782749251592.htm
9782100582860,,Les pathologies de l'agir chez l'enfant,Chagnon,Jean-Yves,Dunod,Psycho Sup,Psychologie,,2012,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-pathologies-de-l-agir-chez l-enfant--9782100582860.htm
9782749209265,9782749227795,Les premiers pas vers l'autre,Le Run,Jean-Louis,ERES,1001 bébés,Psychologie,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-premiers-pas-vers-l-autre--9782749209265.htm
9782100550999,9782100565597,Les problèmes d'autorité avec l'enfant et l'adolescent,Ancibure,Francis,Dunod,Enfances,Psychologie,,2011,2016-01-04,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-problemes-d-autorite-avec-l-enfant-et-l-adoles--9782100550999.htm
9782906323230,,Les psychodrames,Aubray,Marie-Christine,Éditions GREUPP,Adolescence,Psychologie,,2014,2015-02-04,non,D,infos non disponibles,http://www.cairn.info/les-psychodrames--9782906323230.htm
9782749252940,9782749252957,Les psychoses chez l'enfant et l'adolescent,Bergès-Bounes,Marika,ERES,Psychanalyse et clinique,Psychologie,,2016,2017-01-18,non,D,infos non disponibles,http://www.cairn.info/les-psychoses-chez-l-enfant-et-l-adolescent--9782749252940.htm
9782749209272,9782749221335,Les relais assistantes maternelles : améliorer l'accueil individuel des jeunes enfants ?,Bosse-Platière,Suzon,ERES,Amstramram,Psychologie,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-relais-assistantes-maternelles-ameliorer-l-acc--9782749209272.htm
9782865867547,9782749227856,Les ressources de la fratrie,Meynckens-Fourez,Muriel,ERES,Relations,Psychologie,,2007,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-ressources-de-la-fratrie--9782865867547.htm
9782749210995,9782749223407,Les sept péchés capitaux envers nos enfants,Bongrain,Marcelle,ERES,Maison des droits des enfants et des jeunes,Psychologie,,2009,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-sept-peches-capitaux-envers-nos-enfants--9782749210995.htm
9782100553617,9782100558803,Les séparations à but thérapeutique,Berger,Maurice,Dunod,Enfances,Psychologie,,2011,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-separations-a-but-therapeutique--9782100553617.htm
9782749210988,9782749249636,Les tout-petits et les livres,Ben Soussan,Patrick,ERES,Les Dossiers de Spirale,Psychologie,,2009,2016-01-04,non,C,infos non disponibles,http://www.cairn.info/les-tout-petits-et-les-livres --9782749210988.htm
9782100549573,9782100561186,Les transgressions adolescentes,Chartier,Jean-Pierre,Dunod,Psychismes,Psychologie,,2010,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-transgressions-adolescentes--9782100549573.htm
9782749246536,9782749246543,Les traumatismes relationnels précoces,Bonneville-Baruchel,Emmanuelle,ERES,La vie de l'enfant,Psychologie,,2015,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/les-traumatismes-relationnels-precoces--9782749246536.htm
9782749249322,9782749249339,Les troubles alimentaires du bébé,Cascales,Thomas,ERES,La vie de l'enfant,Psychologie,,2015,2017-01-18,non,C,infos non disponibles,http://www.cairn.info/les-troubles-alimentaires-du-bebe--9782749249322.htm
9782749250274,9782749250281,Les troubles des conduites alimentaires chez l'enfant et l'adolescent,Bréchon,Geneviève,ERES,Le Carnet psy,Psychologie,,2016,2017-01-18,non,C,infos non disponibles,http://www.cairn.info/les-troubles-des-conduites-alimentaires--9782749250274.htm
9782749209784,,Les troubles du comportement : où est l'embrouille ?,Forget,Jean-Marie,ERES,Psychanalyse et clinique,Psychologie,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-troubles-du-comportement-ou-est-l-embrouille--9782749209784.htm
9782749241289,9782749241296,Les troubles du registre obsessionnel chez l'enfant et l'adolescent : quelles organisations psychiques ? ,Emmanuelli,Michèle,ERES,Le Carnet psy,Psychologie,,2014,2016-01-04,non,C,infos non disponibles,http://www.cairn.info/les-troubles-du-registre-obsessionnel--9782749241289.htm
9782749215891,,Les troubles limites chez l'enfant et l'adolescent,Emmanuelli,Michèle,ERES,Le Carnet psy,Psychologie,,2012,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/les-troubles-limites-chez-l-enfant-et-l-adolescent--9782749215891.htm
9782749237060,9782749237077,Les troubles psychotiques chez l'enfant et l'adolescent,Azoulay,Catherine,ERES,Le Carnet psy,Psychologie,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/les-troubles-psychotiques-chez-l-enfant-et-l-adole--9782749237060.htm
9782100540433,9782100554959,Les violences sexuelles des mineurs,Gamet,Marie-Laure,Dunod,Enfances,Psychologie,,2010,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-violences-sexuelles-des-mineurs--9782100540433.htm
9782906323155,,Les visites médiatisées dans le cadre de la protection de l'enfance,Gutton,Philippe,Éditions GREUPP,Hors collection,Psychologie,,2011,2012-10-24,non,D,infos non disponibles,http://www.cairn.info/les-visites-mediatisees-dans-le-cadre-de-la-protec--9782906323155.htm
9782906323247,,Les visites médiatisées dans le cadre de la protection de l'enfance,Bagnulo,Adriana,Éditions GREUPP,Hors collection,Psychologie,,2015,2015-11-05,non,D,infos non disponibles,http://www.cairn.info/les-visites-mediatisees-dans-le-cadre--9782906323247.htm
9782749206660,9782749227634,Les émotions (autour) du bébé,Dugnat,Michel,ERES,Hors collection,Psychologie,,2006,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/les-emotions-autour-du-bebe--978274920666.htm
9782749215495,9782749215501,Libres enfants de la Maison verte,Sudaka-Bénazéraf,Jacqueline,ERES,1001 bébés,Psychologie,,2012,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/libres-enfants-de-la-maison-verte--9782749215495.htm
9782130607793,9782130742548,Loczy : un nouveau paradigme ? ,Szanto-Feder,Agnès,P.U.F.,Le fil rouge,Psychologie,,2012,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/loczy-un-nouveau-paradigme--9782130607793.htm
9782749214115,9782749231051,Lorsque des assistantes maternelles écrivent...,Baumann,Bernadette,ERES,1001 bébés,Psychologie,,2011,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/lorsque-des-assistantes-maternelles-ecrivent--9782749214115.htm
9782130571582,9782130740148,Lorsque la parentalité paraît,Morisseau,Linda,P.U.F.,Le fil rouge,Psychologie,,2009,2015-09-17,non,E,infos non disponibles,http://www.cairn.info/lorsque-la-parentalite-parait--9782130571582.htm
9782749214344,9782749231075,Lucie et Léa,Hamad,Nazir,ERES,Psychanalyse,Psychologie,,2011,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/lucie-et-lea--9782749214344.htm
9782749208886,9782749221373,Lóczy ou le maternage insolite,David,Myriam,ERES,1001 bébés,Psychologie,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/loczy-ou-le-maternage-insolite--9782749208886.htm
9782865866380,9782749217598,L'accueil des tout-petits,Clerget,Joël,ERES,1001 bébés,Psychologie,,2007,2011-11-15,non,C,infos non disponibles,http://www.cairn.info/l-accueil-des-tout-petits--9782865866380.htm
9782749204932,,L'adolescent face à ses actes? et aux autres,Forget,Jean-Marie,ERES,Psychanalyse et clinique,Psychologie,,2005,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-adolescent-face-a-ses-actes-et-aux-autres--9782749204932.htm
9782100598762,9782100600793,L'adolescent suicidaire,Pommereau,Xavier,Dunod,Enfances,Psychologie,,2013,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/adolescent-suicidaire--9782100598762.htm
9782804168759,,L'adolescent surdoué,Droehnlé-Breit,Corinne,De Boeck Supérieur,Parentalités,Psychologie,,2012,2014-11-27,non,B,infos non disponibles,http://www.cairn.info/l-adolescent-surdoue--9782804168759.htm
9782749248578,9782749248585,L'aide aux « adolescents difficiles »,Ravon,Bertrand,ERES,"Études, recherches, actions en santé mentale en Europe",Psychologie,,2015,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/l-aide-aux-adolescents-difficiles--9782749248578.htm
9782130617365,,"L'art de l'enfant, l'enfance de l'art",Nakov,Anastasia,P.U.F.,Le fil rouge,Psychologie,,2013,2017-05-03,non,F,infos non disponibles,http://www.cairn.info/art-de-l-enfant-l-enfance-de-l-art--9782130617365.htm
9782749236858,9782749236865,L'art d'accueillir les bébés,Choquet,Marie-Christine,ERES,1001 bébés,Psychologie,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/l-art-d-accueillir-les-bebes--9782749236858.htm
9782749240978,9782749240985,L'atmosphère thérapeutique à Lóczy,Vincze,Mária,ERES,Enfance  parentalité,Psychologie,,2014,2016-01-04,non,D,infos non disponibles,http://www.cairn.info/l-atmosphere-therapeutique-a-loczy--9782749240978.htm
9782749247137,9782749247144,L'atmosphère thérapeutique à Lóczy,Vincze,Mária,ERES,Enfance  parentalité,Psychologie,,2015,2016-03-01,non,D,infos non disponibles,http://www.cairn.info/l-atmosphere-therapeutique-a-loczy-2--9782749247137.htm
9782749210407,9782749218151,L'avenir de la psychiatrie de l'enfant,Gauthier,Yvon,ERES,La vie de l'enfant,Psychologie,,2009,2011-11-15,non,C,infos non disponibles,http://www.cairn.info/l-avenir-de-la-psychiatrie-de-l-enfant--9782749210407.htm
9782749214726,9782749231013,L'enfance : un trouble à l'ordre public ?,Ratia-Armengol,Dominique,ERES,1001 bébés,Psychologie,,2011,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfance-un-trouble-a-l-ordre-public--9782749214726.htm
9782811101725,9782811121532,L'enfant africain et ses univers,Ezembe,Ferdinand,Éditions Karthala,Questions d'Enfances,Psychologie,,2009,2016-06-09,non,E,infos non disponibles,http://www.cairn.info/l-enfant-africain-et-ses-univers--9782811101725.htm
9782749238098,9782749238104,L'enfant confronté à la mort d'un parent,Ben Soussan,Patrick,ERES,1001 et +,Psychologie,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/enfant-confronte-a-la-mort-de-ses-parents--9782749238098.htm
9782100577309,9782100586721,L'enfant et la communication,Montagner,Hubert,Dunod,Enfances,Psychologie,,2012,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-et-la-communication--9782100577309.htm
9782865869206,9782749219837,L'enfant et la gourmandise des mots,Maqueda,Jacqueline,ERES,Enfance  parentalité,Psychologie,,2001,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-et-la-gourmandise-des-mots--9782865869206.htm
9782100570041,9782100577934,L'enfant et les contes du loup,Wacjman,Claude,Dunod,Enfances,Psychologie,,2012,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-et-les-contes-du-loup--9782100570041.htm
9782865868179,,L'enfant et son dessin,Greig,Philippe,ERES,Enfance  parentalité,Psychologie,,2003,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/l-enfant-et-son-dessin--9782865868179.htm
9782749237510,9782749237527,L'enfant parentifié et sa famille,Haxhe,Stéphanie,ERES,Relations,Psychologie,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/l-enfant-parentifie-et-sa-famille--9782749237510.htm
9782749207711,9782749227412,L'enfant réanimé,Grosclaude,Michèle,ERES,La vie de l'enfant,Psychologie,,2007,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/l-enfant-reanime--9782749207711.htm
9782749212975,,"L'enfant « méchant », l'enfant « mauvais »",Ruiz,Louis,ERES,Psychanalyse et clinique,Psychologie,,2010,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-mechant-l-enfant-mauvais--9782749212975.htm
9782130456971,9782130708094,"L'enfant, la famille, l'école",Chiland,Colette,P.U.F.,Le Psychologue,Psychologie,,1993,2016-08-31,non,C,infos non disponibles,http://www.cairn.info/l-enfant-la-famille-l-ecole--9782130456971.htm
9782744500374,,L'enfant-témoin,Ceci,Stephen J.,De Boeck Supérieur,Oxalis,Psychologie,,1998,2014-12-31,non,D,infos non disponibles,http://www.cairn.info/l-enfant-temoin--9782744500374.htm
9782749210346,9782749220697,L'hôpital de jour pour enfants,Marciano,Paul,ERES,Trames,Psychologie,,2009,2011-10-27,non,D,infos non disponibles,http://www.cairn.info/l-hopital-de-jour-pour-enfants--9782749210346.htm
9782749202488,9782749220772,L'inconscient à la crèche,Mellier,Denis,ERES,La vie de l'enfant,Psychologie,,2010,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/l-inconscient-a-la-creche--2749202488.htm
9782749209562,9782749220895,L'infantile en psychanalyse,Lévy,Robert,ERES,Hypothèses,Psychologie,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-infantile-en-psychanalyse--9782749209562.htm
9782130589716,9782130741916,"L'infantile, l'enfantin",Flavigny,Christian,P.U.F.,Le fil rouge,Psychologie,,2011,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/L-infantile-l-enfantin--9782130589716.htm
9782749213514,9782749230658,L'échographie de la grossesse,Soulé,Michel,ERES,À l'Aube de la vie,Psychologie,,2011,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/l-echographie-de-la-grossesse--9782749213514.htm
9782749205120,9782749219592,L'échographie obstétricale expliquée aux parents,Soler,André,ERES,1001 bébés,Psychologie,,2005,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-echographie-obstetricale-expliquee-aux-parents--9782749205120.htm
9782130452317,9782130707479,L'école et les représentations d'avenir des adolescents,Guichard,Jean,P.U.F.,Le Psychologue,Psychologie,,1993,2016-08-31,non,C,infos non disponibles,http://www.cairn.info/l-ecole-et-les-representations-d-avenir-des-ado--9782130452317.htm
9782749208077,,L'épopée symbolique du nouveau-né,Cullere-Crespin,Graciela,ERES,Psychanalyse et clinique,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-epopee-symbolique-du-nouveau-ne--9782749208077.htm
9782804703578,9782804703837,L'évaluation du comportement chez le jeune enfant,Roskam,Isabelle,Éditions Mardaga,"PSY-Évaluation, mesure, diagnostic",Psychologie,,2016,2017-01-01,non,C,infos non disponibles,http://www.cairn.info/l-evaluation-du-comportement-chez-le-jeune-enfant--9782804703578.htm
9782749209807,9782749228099,Ma mère est schizophrène,Bayle,Benoît,ERES,La vie de l'enfant,Psychologie,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/ma-mere-est-schizophrene--9782749209807.htm
9782749202297,9782749228112,Mais où est donc passé l'enfant ?,Bass,Denise,ERES,Les recherches du Grape,Psychologie,,2003,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/mais-ou-est-donc-passe-l-enfant--9782749202297.htm
9782749205830,9782749221519,Malaise dans la famille,Hamad,Nazir,ERES,Psychanalyse et clinique,Psychologie,,2006,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/malaise-dans-la-famille--9782749205832.htm
9782257205773,9782257705778,Maltraitance chez l'enfant,Adamsbaum,Catherine,Lavoisier,Médecine Sciences,Psychologie,,2013,2015-04-15,non,G,infos non disponibles,http://www.cairn.info/maltraitance-chez-l-enfant--9782257205773.htm
9782749208664,,Maman-bébé : duo ou duel ?,Prat,Régine,ERES,La vie de l'enfant,Psychologie,,2008,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/maman-bebe-duo-ou-duel--9782749208664.htm
9782749249056,9782749249063,Michel Soulé,Missonier,Sylvain,ERES,Rencontre avec,Psychologie,,2015,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/miche-soule--9782749249056.htm
9782749207926,9782749221694,Modes d'accueil pour la petite enfance,Florin,Agnès,ERES,1001 bébés,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/modes-d-accueil-pour-la-petite-enfance--9782749207926.htm
9782804171148,,Mon enfant est hyperactif (TDAH),Vigo,Sylvie,De Boeck Supérieur,Parentalités,Psychologie,,2012,2014-11-26,non,B,infos non disponibles,http://www.cairn.info/mon-enfant-est-hyperactif--9782804171148.htm
9782804701659,9782804701758,Mon enfant est insupportable !,Roskam,Isabelle,Éditions Mardaga,Santé en Soi,Psychologie,,2013,2015-04-13,non,B,infos non disponibles,http://www.cairn.info/mon-enfant-est-insupportable--9782804701659.htm
9782749246864,9782749246871,Mon métier de pédiatre,Gerber,Simone,ERES,1001 et +,Psychologie,,2015,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/mon-metier-de-pediatre--9782749246864.htm
